review_id,rating_date,count_helpful,count_unhelpful,employee_length,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,company_name,review_advice,career_opportunities_rating,employee_location,employee_job_title,advice_to_management,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities,review_pros_cleaned,summary_cleaned,sentiment_polarity,sentiment_label
129,2025-02-26T00:00:00.000Z,0,0,1,REGULAR,Current employees,False,False,POSITIVE,POSITIVE,POSITIVE,5,5,5,5,Fast-paced work with good benefits,Amazon Fulfillment Center,,,"St. Thomas, ON",Inbound receive dock,Improve break times and workload balance to reduce fatigue and increase employee retention.,"Competitive pay and benefits Opportunity for career growth Fast-paced and active work environment Team-oriented workplace culture Training provided, no experience required",Repetitive tasks can be exhausting,5,5,5,competitive pay benefits opportunity career growth fastpaced active work environment teamoriented workplace culture training provided experience required,fastpaced work good benefits,0.7,positive
130,2025-02-04T00:00:00.000Z,0,0,3,REGULAR,Current employees,False,False,NEGATIVE,NEGATIVE,NEGATIVE,1,2,1,1,Hard Pass,Amazon Fulfillment Center,,,"Delta, BC",Process Associate,Focus more on taking care of the people who are driving your productivity and acknowledge they are why you are successful.,Was a job that paid the bills. Makes you really appreciate working somewhere else,Only cared about increasing productivity and not at all about the people. Whoever coined them as equality opportunity employees needs to look up the definition. Save your physical and mental well being an look for employment elsewhere.,4,1,1,job paid bills makes really appreciate working somewhere else,hard pass,-0.2916666666666667,negative
131,2025-01-23T00:00:00.000Z,0,0,3,REGULAR,Current employee,False,False,NEGATIVE,POSITIVE,POSITIVE,2,3,2,1,Great benefits on sign in but deteriorate rapidly after first year,Amazon Fulfillment Center,,,"Mississauga, ON",whs specialist,,"Fast paced, challenging and great learning opportunities; great overall benefits from day 1","Hectic hours, little flexibility, pay structure, call out culture leads to internal fights to show who is better",3,2,2,fast paced challenging great learning opportunities great overall benefits day 1,great benefits sign deteriorate rapidly first year,0.525,positive
132,2024-11-04T00:00:00.000Z,0,0,3,REGULAR,Former employee,False,False,,,NEGATIVE,3,1,3,1,good pay but very bad work life balance,Amazon Fulfillment Center,,,"Calgary, AB",Area manager 2,Witnessed blatant nepotism during my tenure. Should practice more seek to understands,"Base pay is good, benefits are decent.","The amount of hours, tasks, and projects you have to do makes it easy to be burnt out and feel underpaid. 1 year night rotations and expect to work 50-60 hour weeks constantly. performance is based on numbers and feedback is given to the bottom 5% even if the entire team is doing well.",5,2,5,base pay good benefits decent,good pay bad work life balance,5.551115123125783e-17,neutral
133,2024-06-24T00:00:00.000Z,0,0,1,REGULAR,Current employee,False,False,,,,2,3,3,1,Amazon wearhouse,Amazon Fulfillment Center,,,"Hamilton, ON",Picker,Be understanding and don’t try to cash as much on your workers,"Time off, benefits, career opportunity and able to switch work schedule","Exhausting physical work, get the same pay as different departments works who work way way less and easy works, co-works can get assigned some level of leadership therefore there is favouritism, strict like things on break timing, time off task, and productivity/quality write up, and overall energy draining job if you stay for long",3,1,4,time benefits career opportunity able switch work schedule,amazon wearhouse,0.0,neutral
134,2024-06-26T00:00:00.000Z,0,0,1,REGULAR,Former employee,False,False,POSITIVE,,,3,1,3,2,Great place to learn tough place to advance,Amazon Fulfillment Center,,,"Delta, BC",Safety Specialist,-If you hire people. Develop them as well!,"- Good people and good environment to be depending on management, - Lots learning opportunities. Good stepping stone for another job.",- Safety department L4 does not have any promotion opportunities unless you grind for 3+ years. - Operation and Safety is a constant struggle - Internal hire typically gets less money than external,4,4,2,good people good environment depending management lots learning opportunities good stepping stone another job,great place learn tough place advance,0.20555555555555557,positive
135,2024-07-22T00:00:00.000Z,0,0,1,REGULAR,Current employee,False,False,,,,2,2,3,2,Associate Level I,Amazon Fulfillment Center,,,"Brampton, ON",Associate ,,"Comparatively good pay, Overtime opportunities, Paid time off and Voluntary time off options","Physically exhausting work, long hours, on feet for around 9-10 hours",3,2,3,comparatively good pay overtime opportunities paid time voluntary time options,associate level,0.0,neutral
136,2023-06-06T00:00:00.000Z,0,0,1,REGULAR,Former employee,False,False,NEGATIVE,,NEGATIVE,2,5,2,1,Hard on your body and your mind,Amazon Fulfillment Center,,,"Brampton, ON",Warehouse Associate,"A lot could be done to improve the ergonomics of the work I was assigned to, which would reduce fatigue for both mind and body, but managers are not able to champion experiments. Most managers are down to earth and pitty the workers. They will talk to you and try to help you become more ""performant"" but they can't change the performance goals. It's just how the system is setup, and Amazon wouldn't be Amazon without it (from the consumer's point of view).",The environment is clean and safe. It's a full-time job that will employ literally anyone regardless of their experience or past. I'm not sure where they draw the line but it is very low. They are hiring year round because people keep leaving.,"A survival job where you will act like a machine, and be treated slightly better than one. The job is incredibly hard no matter what role you end up having. The hours are long and your body will pay a heavy price for it even if you are very fit and atheletic. The performance that is expected is insane, and this is yet another reason why the turnover is so high. People are rubbed raw until they can't take it anymore, and then if they are able to, they leave.",2,4,3,environment clean safe fulltime job employ literally anyone regardless experience past im sure draw line low hiring year round people keep leaving,hard body mind,-0.2916666666666667,negative
137,2024-02-27T00:00:00.000Z,0,0,1,REGULAR,Former employee,False,False,,,POSITIVE,5,5,5,5,Very good environment - YYC5,Amazon Fulfillment Center,,,"Calgary, AB",Warehouse fulfillment associate,,Let you pick how many/which days you wanted to work before hiring. After a certain number of days you can even switch your schedule. Supervisors were super helpful.,"Shifts during prime day were hectic and no VTO's released, make sure to save up PTO's during the fall/winter Prime Days seasons especially as a student for final exam time.",5,5,3,let pick manywhich days wanted work hiring certain number days even switch schedule supervisors super helpful,good environment yyc5,0.7,positive
138,2024-03-18T00:00:00.000Z,0,0,0,REGULAR,Former employee,False,False,POSITIVE,,NEGATIVE,3,5,3,3,A mixed bag,Amazon Fulfillment Center,,,"Brampton, ON",Warehouse Associate,Change how you account for productivity - stowing a large item vs a small item should not count as the same amount of work in the system,"No interviews, co-workers are fun people","Supervisors are heartless, targets are unrealistic and dependent on luck if you are assigned the stowing job",3,3,3,interviews coworkers fun people,mixed bag,0.0,neutral
139,2024-03-19T00:00:00.000Z,0,0,5,REGULAR,Current employee,False,False,,,POSITIVE,5,5,4,3,Processing,Amazon Fulfillment Center,,,"Mississauga, ON",Associate ,I believe this improved and innovative environment.,The positive reason why Amazon has provided for accommodation and equal diversity culture and balancing work.,"The negative reason why some processers are more productivity, but it is not fair with some managers slowly work than associate's hard work more.",4,4,4,positive reason amazon provided accommodation equal diversity culture balancing work,processing,0.0,neutral
140,2024-03-25T00:00:00.000Z,0,0,3,REGULAR,Current employee,False,False,NEGATIVE,,NEGATIVE,1,3,2,1,Amazon,Amazon Fulfillment Center,,,"Bolton, ON",Fc Associate I,They should listen more to the employees and try to hear out their side.,People there are very nice.,Toxic work culture and boss demands are too much,2,1,1,people nice,amazon,0.0,neutral
